ERNv,Host,HighTaxon,LowTaxon,Virus,HostStageInfected,HostTissueInfected,Field,Country,IntermediateHost,CreationDate,ModificationDate,ProvinceA,PathogenValue
986,Scopula  subkunctaria,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
987,Discestra trifolii,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
988,Setora suberecta,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
989,Spilosoma subcarnea,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
990,Spilarctia obliqua,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
991,Stilpnotia candida,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
992,Leucoma salicis,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
993,Sucra jujuba,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
994,Bombyx mandarina,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
995,Theretra japonica,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
996,Sphinx pinastri,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
997,Thosea postornata,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
998,Thosea baibarana,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
999,Thosea sinensis,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
1000,Ticera castanea,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
1001,Trabala vishnou,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
1002,Vanessa urticae,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
1003,Actias selene ningpoana,DNA virus,Baculoviridae,GV,,,Field,China,,1/8/2096,2/12/2099,,
1004,Agrotis exclamationis,DNA virus,Baculoviridae,GV,,,Field,China,,1/8/2096,2/12/2099,,
1005,Panonychus citri,RNA virus,,Rod-shaped non-inclusion virus  ,,"Nuclei of midgut epithelial cells, cytoplasm",Field,USA,,1/8/2096,2/12/2099,,
1006,Tetranychus cinnabarinus,RNA virus,,Rod-shaped non-inclusion virus ,,"Nuclei of midgut epithelial cells, cytoplasm",Lab,USA,,1/8/2096,2/12/2099,,
1007,Panonychus ulmi,RNA virus,,Rod-shaped non-inclusion virus  ,,Fat-body cells,Field,"USA, Canada",,1/8/2096,2/12/2099,,Unknown
1375,Oncopera alboguttata,DNA virus,Poxviridae ,EPV Subgroup A ,Larva,,Field,New Zealand & Australia,,1/8/2096,2/12/2099,,
1008,Pieris brassicae,DNA virus,Baculoviridae,Pieris brassicae GV,,,,,,1/8/2096,2/12/2099,,
1009,Artogeia rapae,DNA virus,Baculoviridae,Artogeia rapae  GV,,,Field,Canada,,1/8/2096,2/12/2099,"ON, QC",Useful control agent
1010,Hadena sordida,DNA virus,Baculoviridae,GV,,,,,,1/8/2096,2/12/2099,,
1011,Chilo infuscatellus,DNA virus,Baculoviridae,NPV,,,,,,1/8/2096,2/12/2099,,
1012,Papilio polyxenes asterius,RNA virus,Reoviridae,CPV,,,,,,1/8/2096,2/12/2099,,
1013,Manduca sexta,RNA virus,Reoviridae,CPV,,,Lab colony,USA,,1/8/2096,2/12/2099,,
1014,Erinnyis ello,DNA virus,Baculoviridae,GV,,,,Columbia,,1/8/2096,2/12/2099,,
1015,Pogonia lusca,DNA virus,Baculoviridae,NPV,,,,Brazil,,1/8/2096,2/12/2099,,
1016,Anagrapha falcifera,DNA virus,Baculoviridae,Anagrapha falcifera NPV   ,,,Lab infection,USA,,1/8/2096,2/12/2099,,
1017,Mamestra brassicae,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab colony,Germany,,1/8/2096,2/12/2099,,
1018,Aglais urticae,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1019,Vanessa cardui,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1020,Chiasmia clathrata,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1021,Mimas tiliae,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1022,Smerinthus ocellata,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1023,Hyles euphorbiae,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1024,Deilephila elpenor,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1025,Agrotis puta puta,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1026,Agrotis segetum,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1027,Ochropleura plecta,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1028,Noctua pronuba,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1029,Noctua fimbriata,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1030,Xestia xanthographa,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1031,Hada nana,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1032,Polia nebulosa,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1033,Sideridis albicolon,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1034,Melanchra persicariae,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1035,Lacanobia w-latinum,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1036,Lacanobia thalassina,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1376,Lacanobia suasa,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),Larva,,Lab,"England, Germany",,1/8/2096,2/12/2099,,
1037,Lacanobia oleracea,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1038,Papestra biren,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1039,Lacanobia pisi,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1040,Hadena bicruris,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1041,Panolis flammea,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1042,Orthosia cruda,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1043,Orthosia opima,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1044,Orthosia gracilis,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1045,Phlogophora meticulosa,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1046,Apamea monoglypha,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1047,Spodoptera exigua,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1048,Helicoverpa armigera,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1049,Trichoplusia ni,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1050,Plutella xylostella,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1051,Vanessa indica,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1052,Mythimna separata,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,England,,1/8/2096,2/12/2099,,
1377,Spodoptera mauritia,DNA virus,Poxviridae,EPV,Larva,Hemocytes and fat body,lab only,Reunion Island (West Indian Ocean),,1/8/2096,2/12/2099,,
1378,Eagris sabadius,DNA virus,Poxviridae,EPV,Larva,hemocytes and fat body,lab only,Reunion Island ( West Indian Ocean),,1/8/2096,2/12/2099,,
1379,Hippotion eson,DNA virus,Baculoviridae,,Larva,Hemocytes and fat body,Field,Reunion Island (West Indian Ocean),,1/8/2096,2/12/2099,,
1380,Catopsillia thauruma,DNA virus,Baculoviridae,,Larva,hemocytes and fat body,Field,Reunion Island ( West Indian Ocean),,1/8/2096,2/12/2099,,
1381,Catopsilla florella,DNA virus,Baculoviridae,,Larva,hemocytes and fat body,Field,Reunion Island (West Indian Ocean),,1/8/2096,2/12/2099,,
1382,Microplexia costimaculalis,RNA virus,Reoviridae,CPV,Larva,midgut,Field,Reunion Island (West Indian Ocean),,1/8/2096,2/12/2099,,
1383,Catopsillia thauruma,RNA virus,Reoviridae,CPV,Larva,midgut,lab only,Reunion Island (West Indian Ocean),,1/8/2096,2/12/2000,,
1384,Callixena versicolora,RNA virus,Reoviridae,CPV,Larva,midgut,Field,Reunion Island (West Indian Ocean),,1/8/2096,2/12/2099,,
1385,Catopsilla florella,RNA virus,Reoviridae,CPV,Larva,midgut,Field,Reunion Island (West Indian Ocean),,1/8/2096,2/12/2099,,
1386,Deilephila nerii,RNA virus,Reoviridae,,Larva,midgut,Field,Reunion Island (West Indian Ocean),,1/8/2096,2/12/2099,,
1387,Polydesma umbricola,RNA virus,Reoviridae,CPV,Larva,midgut,Field,Reunion Island (West Indian Ocean),,1/8/2096,2/12/2099,,
1388,Eagris sabadius,RNA virus,Reoviridae,CPV,Larva,midgut,lab only,Reunion Island ( West indian Ocean),,1/8/2096,2/12/2099,,
1389,Hyposidra talaca,DNA virus,Baculoviridae,NPV,Larva,"trachea, fat body",Field,Indonesia,,1/8/2096,2/12/2099,,
1390,Helicoverpa armigera,DNA virus,Baculoviridae,,Larva,just about all,Field,"South Africa, Botswana",none,1/8/2096,2/12/2099,,
1391,Cacoecia occidentalis,DNA virus,Baculoviridae,GV,Larva,most,Field,"South Africa, Swaziland",none,1/8/2096,2/12/2099,,
1392,Phthorimaea operculella,DNA virus,Baculoviridae,GV,Larva,fat body,Field,,none,1/8/2096,2/12/2099,,
1393,Epicerura pergrisea,RNA virus,Picornaviridae,Picornavirus,Larva,midgut,Field,Cote d' Ivoire,unknown,1/8/2096,2/12/2099,,
1394,Teinorhyncha umbra,RNA virus,Tetraviridae,Tetravirus,Larva,midgut,Field,Cote d'Ivoire,unknown,1/8/2096,2/12/2099,,
1395,Parasa viridissima,DNA virus,Baculoviridae,NPV,Larva,fat body,Field,Cote d' Ivoire,unknown,1/8/2096,2/12/2099,,
1396,Sesamia cretica,DNA virus,Baculoviridae,GV,Larva,fat body,Field,Egypt,unknown,1/8/2096,2/12/2099,,
1397,Sesamia cretica,RNA virus,Picornaviridae,Picornavirus,Larva,midgut,Field,Egypt,unknown,1/8/2096,2/12/2099,,
1398,Parasa viridissima,RNA virus,Picornaviridae,Picornavirus,Larva,midgut,Field,"Ivory Coast, Cote d'Ivoire",unknown,1/8/2096,2/12/2099,,
1399,Turnaca rufisquamata,RNA virus,Picornaviridae,Picornavirus,Larva,midgut,Field,Cote d'Ivoire,unknown,1/8/2096,2/12/2099,,
1400,Casphalia extranea,DNA virus,Parvoviridae,Densovirus,Larva,midgut,Field,Ivory Coast,unknown,1/8/2096,2/12/2099,,
1401,Mythimna loreyi,DNA virus,Parvoviridae,Densovirus,Larva,"epithelium, midgut, fat body",Field,Egypt,unknown,1/8/2096,2/12/2099,,
1402,Spodoptera littoralis,DNA virus,Baculoviridae,GV,Larva,fat body,Field,Ivory Coast,unknown,1/8/2096,2/12/2099,,
1403,Pteroteinon laufella,RNA virus,Picornaviridae,Picornavirus,Larva,midgut,Field,Ivory Coast,,1/8/2096,2/12/2099,,
1404,Parasa vivida,RNA virus,Picornaviridae,Picornavirus,Larva,midgut,Field,Ivory Coast,unknown,1/8/2096,2/12/2099,,
1405,Maliarpha separatella,RNA virus,Tetraviridae,Tetravirus,Larva,midgut,Field,Ivory Coast,unknown,1/8/2096,2/12/2099,,
1053,Helicoverpa armigera,DNA virus,Baculoviridae,Heliothis armigera NPV  (HaMNPV),,,lab,UK,,1/8/2096,2/12/2099,,
1054,Agrotis exclamationis,DNA virus,Baculoviridae,Agrotis segetum GV,,,lab,UK,,1/8/2096,12/13/2000,,
1406,Amsacta moorei,Poxviridae,Entomopoxvirus,Amsacta moorei EPV Subgroup B ,Larva,Polytropic,Field,"Rajasthan, India",,1/8/2096,2/12/2099,,
1407,Euproctis similis,DNA virus,Baculoviridae,Euproctis similis NPV,Larva,"fat body cells, hemocytes, hypodermis",Field,China,,1/8/2096,12/13/2000,,
1408,Buzura suppressaria,DNA virus,Baculoviridae,Buzura suppressaria NPV,Larva,,Field,China,,1/8/2096,2/12/2099,,
1409,Ectropis obliqua,DNA virus,Baculoviridae,Ectropis obliqua NPV,Larva,"Tracheolar matrix, epithelial cells, fat body, fore, mid and hindgut, silk gland, malpighian tubules, hemocytes, part of muscle fiber, nerve ganglion cell, tesicular cortex",Field,China,,1/8/2096,2/12/2099,,
1410,Agrotis exclamationis,DNA virus,Baculoviridae,Agrotis exclamationis GV,Larva,,,China,,1/8/2096,2/12/2099,,
1411,Cifuna locuples,DNA virus,Baculoviridae,Cifuna locuples NPV,Larva,,Field,China,,1/8/2096,2/12/2099,,
1412,Argyrogramma agnata,DNA virus,Baculoviridae,Argyrogramma agnata NPV,Larva,"hemocytes, fat body cells, tracheolar matrix, epithelial cells",Field,"Nantong district, Jiangsu, China",,1/8/2096,2/12/2099,,
1055,Laodelphax striatellus,RNA virus,Picornaviridae,Himetobi P virus ,,"lumen of midgut, hindgut, and malphigian tubules",Field,Japan,  ,1/8/2096,2/12/2099,,
1056,Nilaparvata lugens,RNA virus,Picornaviridae,Himetobi P virus ,,,Field,Japan,,1/8/2096,2/12/2099,,
1057,Sogatella furcifera,RNA virus,Picornaviridae,Himetobi P virus ,,,Field,Japan,,1/8/2096,2/12/2099,,
1058,Nezara viridula,RNA virus,Picornaviridae,Nezara viridula virus-1 ,,,Field,Brazil,,1/8/2096,2/12/2099,,
1059,Ips typographus,DNA virus,Poxviridae,EPV,,,Field,Austria,,1/8/2096,2/12/2099,,
1060,Helicoverpa zea,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,,,,USA,,1/8/2096,2/12/2099,,
1413,Bombyx mori,DNA virus,Parvoviridae,Bombyx mori DNV-2,Larva,Midgut epithelium,Field,Japan,,1/8/2096,2/12/2099,,
1061,Rhopobota unipunctana,DNA virus,Baculoviridae,GV,,,Field,Canada,,1/8/2096,2/12/2099,BC,Unknown
1062,Ocnogyna baetica,DNA virus,Baculoviridae,GV,,,Field,Spain,,1/8/2096,2/12/2099,,
1414,Plodia interpunctella ,DNA virus,Baculoviridae,Plodia interpunctella GV,Larva,,Lab,United Kingdom,,1/8/2096,2/12/2099,,
1063,Microplitis croceipes,RNA virus,Reoviridae,Rotavirus sp.  Reovirus-like particle  (RVLP),,"Midgut, epidermal cells, oenocytes.",Lab,USA,,1/8/2096,2/12/2099,,
1064,Melanogryllus desertus,RNA virus,Rhabdoviridae,Rhabdovirus-like particle,,Corpus cardiacum and corpus allatum,Lab,Turkey,,1/8/2096,2/12/2099,,
1065,Cotesia congregata,,,Virus-like Filamentous Particle ,,Ovaries,Lab,USA,,1/8/2096,2/12/2099,,
1415,Melanoplus sanguinipes sanguinipes,DNA virus,Poxviridae,EPV Subgroup B,Larva,"Fat body, hemocytes",Lab,USA,,1/8/2096,2/12/2099,,
1066,Rhopalosiphum padi,RNA virus,Picornaviridae,Aphid lethal paralysis virus ,,,Lab,South Africa,,1/8/2096,2/12/2099,,
1067,Anacridium aegyptium,DNA virus,Poxviridae,EPV,,Fat body,Lab,France,,1/8/2096,2/12/2099,,
1416,Ocnogyna baetica,DNA virus,Parvoviridae,Ocnogyna baetica EPV Subgroup B ,Larva,,Field,Spain,,1/18/2096,2/12/2099,,
1417,Aedes stimulans,DNA virus,Iridoviridae,Aedes stimulans IV Type 11,Larva,"pericardial cells, oenocytes, epidermis sarcolema, fatbody, testes, imaginal discs",Field,USA,,1/21/2096,9/21/2000,,
1647,Cnephia mutata,RNA virus,Reoviridae,CPV,Nymph,midgut,Field,Canada,,1/21/2096,2/12/2099,NF,Useful control agent
1648,Prosimulium  fuscum,RNA virus,Reoviridae,CPV,Nymph,midgut,Field,Canada,,1/21/2096,2/12/2099,NF,Unknown
1649,Simulium tuberosum,RNA virus,Reoviridae,CPV,Nymph,midgut,Field,Canada,,1/21/2096,2/12/2099,NF,Unknown
1650,Simulium venustum,RNA virus,Reoviridae,CPV,Nymph,midgut,Field,Canada,,1/21/2096,2/12/2099,NF,Unknown
1651,Simulium vittatum,RNA virus,Reoviridae,CPV,Nymph,midgut,Field,Canada,,1/21/2096,2/12/2099,NF,Unknown
1418,Argyrogramma basigera,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,USA,,1/21/2096,2/12/2099,,
1419,Autographa biloba,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,USA,,1/21/2096,2/12/2099,,
1420,Autographa bimaculata,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,USA,,1/21/2096,2/12/2099,,
1421,Diachrysia balluca,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,USA,,1/21/2096,2/12/2099,,
1422,Pseudoplusia includens,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,USA,,1/21/2096,2/12/2099,,
1423,Rachiplusia ou,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,USA,,1/21/2096,2/12/2099,,
1424,Xestia c-nigrum,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),Larva,NA,Lab,"Germany, England",,1/22/2096,2/12/2099,,
1425,Agrotis exclamationis,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),Larva,NA,Lab,Germany,,1/22/2096,2/12/2099,,
1426,Orthosia stabilis,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),Larva,,Lab,Germany,,1/22/2096,2/12/2099,,
1427,Dasychira basiflava,DNA virus,Baculoviridae,Dasychira basiflava NPV,Larva,"fatbody, tracheal cells, eppidermal cells",Field,USA,,1/22/2096,2/12/2099,,
1428,Plodia interpunctella ,DNA virus,Baculoviridae,Cadra cautella GV,Larva,NA,Lab,USA,,1/23/2096,2/12/2099,,
1429,Cadra cautella,DNA virus,Baculoviridae,Cadra cautella GV,Larva,NA,Lab,USA,,1/23/2096,2/12/2099,,
1430,Hyphantria cunea,DNA virus,Baculoviridae,Diacrisia virginica GV,Larva,,Lab,USA,,1/23/2096,2/12/2099,,
1431,Spilosoma virginica,DNA virus,Baculoviridae,Diacrisia virginica GV,Larva,,Field,USA,,1/23/2096,2/12/2099,,
1432,Helicoverpa zea,DNA virus,Baculoviridae,Helicoverpa armigera GV,Larva,fatbody,Lab,USA,,1/23/2096,2/12/2099,,
1433,Heliothis virescens,DNA virus,Baculoviridae,Helicoverpa armigera GV,Larva,fatbody,Lab,USA,,1/23/2096,2/12/2099,,
1434,Helicoverpa armigera,DNA virus,Baculoviridae,Heliothis zea NPV (HzSNPV),Larva,fatbody,Lab,"USA, UK",,1/23/2096,12/13/2000,,
1435,Heliothis virescens,DNA virus,Baculoviridae,Heliothis zea NPV (HzSNPV),Larva,fat body,Lab,USA,,1/23/2096,12/13/2000,,
1436,Helicoverpa zea,DNA virus,Baculoviridae,Heliothis armigera NPV  (HaMNPV),Larva,fatbody,Lab,USA,,1/23/2096,2/12/2099,,
1437,Spodoptera exigua,DNA virus,Baculoviridae,Heliothis armigera NPV  (HaMNPV),Larva,fatbody,Lab,USA,,1/23/2096,2/12/2099,,
1438,Spodoptera frugiperda,DNA virus,Baculoviridae,Heliothis armigera NPV  (HaMNPV),Larva,fatbody,Lab,USA,,1/23/2096,2/12/2099,,
1439,Trichoplusia ni,DNA virus,Baculoviridae,Heliothis armigera NPV  (HaMNPV),Larva,fatbody,Lab,USA,,1/23/2096,2/12/2099,,
1440,Cydia molesta,DNA virus,Baculoviridae,Cydia pomonella GV,Larva,,Lab,UK,,1/23/2096,2/12/2099,,
1441,Rhyacionia buoliana,DNA virus,Baculoviridae,Cydia pomonella GV,Larva,,Lab,UK,,1/23/2096,2/12/2099,,
1442,Cydia nigricana ,DNA virus,Baculoviridae,Cydia pomonella GV,Larva,,Lab,UK,,1/23/2096,2/12/2099,,
1443,Pieris brassicae,DNA virus,Baculoviridae,Pieris brassicae GV,Larva,,Field,USA,,1/23/2096,2/12/2099,,
1444,Artogeia rapae,DNA virus,Baculoviridae,Pieris brassicae GV,Larva,,Lab,USA,,1/23/2096,2/12/2099,,
1445,Dictyoploca japonica,DNA virus,Baculoviridae,Bombyx mori NPV,Larva,,Lab,Japan,,1/23/2096,2/12/2099,,
1446,Spilosoma subcarnea,DNA virus,Baculoviridae,Bombyx mori NPV,Larva,,Lab,Japan,,1/23/2096,2/12/2099,,
1447,Dendrolimus spectabilis,DNA virus,Baculoviridae,Bombyx mori NPV,Larva,,Lab,Japan,,1/23/2096,2/12/2099,,
1448,Malacosoma neustria,DNA virus,Baculoviridae,Bombyx mori NPV,Larva,,Lab,Japan,,1/23/2096,2/12/2099,,
1449,Scopelodes contracta,DNA virus,Baculoviridae,Bombyx mori NPV,Larva,,Lab,Japan,,1/23/2096,2/12/2099,,
1450,Lymantria dispar,DNA virus,Baculoviridae,Bombyx mori NPV,Larva,,Lab,Japan,,1/23/2096,2/12/2099,,
1451,Clostera inclusa,DNA virus,Baculoviridae,Bombyx mori NPV,Larva,,Lab,Japan,,1/23/2096,2/12/2099,,
1452,Samia cynthia,DNA virus,Baculoviridae,Bombyx mori NPV,Larva,,Lab,Japan,,1/23/2096,2/12/2099,,
1453,Mimas tiliae,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,"midgut, fatbody, tracheal matrix",Lab,United Kingdom,,1/25/2096,2/12/2099,,
1454,Sphinx ligustri,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,United Kingdom,,1/25/2096,2/12/2099,,
1455,Spodoptera exigua,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,United Kingdom,,1/25/2096,2/12/2099,,
1456,Helicoverpa armigera,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,USA,,1/25/2096,2/12/2099,,
1457,Spodoptera frugiperda,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,USA,,1/25/2096,2/12/2099,,
1068,Cicadulina bimaculata,RNA virus,Reoviridae,reovirus-like particle,,,,,,1/28/2096,2/12/2099,,
1069,Peregrinus maidis,RNA virus,Reoviridae,reovirus-like particle,,,,,,1/28/2096,2/12/2099,,
1070,Drosophila melanogaster,RNA virus,Reoviridae,reovirus-like particle,,,,,,1/28/2096,2/12/2099,,
1071,Drosophila simulans,RNA virus,Reoviridae,reovirus-like particle,,,,,,1/28/2096,2/12/2099,,
1072,Musca domestica,RNA virus,Reoviridae,reovirus-like particle,,,,,,1/28/2096,2/12/2099,,
1073,Dacus oleae,RNA virus,Reoviridae,reovirus-like particle,,,,,,1/28/2096,2/12/2099,,
1074,Dacus tryoni,RNA virus,Reoviridae,reovirus-like particle,,,,,,1/28/2096,2/12/2099,,
1458,Euxoa messoria,DNA virus,Baculoviridae,Agrotis segetum NPV  (AsMNPV),Larva,,Lab,,,1/28/2096,2/12/2099,,
1459,Trichoplusia ni,DNA virus,Baculoviridae,Agrotis segetum NPV  (AsMNPV),Larva,,Lab,,,1/28/2096,2/12/2099,,
1460,Spodoptera exigua,DNA virus,Baculoviridae,Agrotis segetum NPV  (AsMNPV),Larva,,Lab,,,1/28/2096,2/12/2099,,
1461,Heliothis virescens,DNA virus,Baculoviridae,Anticarsia gemmatalis NPV  (AgMNPV),Larva,,Lab,,,1/28/2096,2/12/2099,,
1462,Helicoverpa zea,DNA virus,Baculoviridae,Anticarsia gemmatalis NPV  (AgMNPV),Larva,,Lab,,,1/28/2096,2/12/2099,,
1463,Lophocampa caryae,DNA virus,Baculoviridae,Anticarsia gemmatalis NPV  (AgMNPV),Larva,,Lab,,,1/28/2096,2/12/2099,,
1464,Pectinophora gossypiella,Unknown,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,,,1/28/2096,2/12/2099,,
1465,Spodoptera exigua,DNA virus,Baculoviridae,Anticarsia gemmatalis NPV  (AgMNPV),Larva,,Lab,,,1/28/2096,2/12/2099,,
1466,Spodoptera ornithogalli,DNA virus,Baculoviridae,Anticarsia gemmatalis NPV  (AgMNPV),Larva,,Lab,,,1/28/2096,2/12/2099,,
1467,Trichoplusia ni,DNA virus,Baculoviridae,Anticarsia gemmatalis NPV  (AgMNPV),Larva,,Lab,,,1/28/2096,2/12/2099,,
1468,Agrotis ipsilon,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,,,1/28/2096,2/12/2099,,
1469,Anagrapha falcifera,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,,,1/28/2096,2/12/2099,,
1470,Melanchra picta,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,,,1/28/2096,2/12/2099,,
1471,Eupsilia sp.,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,,,1/28/2096,2/12/2099,,
1472,Orgyia pseudotsugata,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,,,1/28/2096,2/12/2099,,
1473,Bucculatrix thurberiella,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,,,1/28/2096,2/12/2099,,
1474,Estigmene acrea,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,,,1/28/2096,2/12/2099,,
1475,Trichoplusia ni,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Field,Canada,,1/28/2096,2/12/2099,ON,Useful control agent
